dataset,algorithm,number_of_classes,number_of_categories,train_size,test_size,cv_idx,accuracy,precision,recall,f1,auc,train_time,pred_time
appendicitis,DT,2,0,95,11,5,0.7272727272727273,0.7765151515151515,0.7272727272727273,0.746524064171123,0.638888888888889,0.0006804466247558594,0.00011157989501953125
appendicitis,DT,2,0,95,11,6,0.7272727272727273,0.702020202020202,0.7272727272727273,0.7080213903743316,0.6041666666666666,0.0006594657897949219,0.00011014938354492188
appendicitis,DT,2,0,96,10,7,0.7,0.7523809523809524,0.7,0.72,0.625,0.0006692409515380859,0.00011348724365234375
appendicitis,DT,2,0,96,10,8,0.9,0.9111111111111111,0.9,0.8862745098039216,0.75,0.0006482601165771484,0.00010800361633300781
appendicitis,DT,2,0,96,10,9,0.9,0.9111111111111111,0.9,0.8862745098039216,0.75,0.0010232925415039062,0.00017881393432617188
appendicitis,DT,2,0,96,10,10,0.8,0.8,0.8,0.8,0.6875,0.0006878376007080078,0.00011205673217773438
appendicitis,GNB,2,0,95,11,1,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.6944444444444444,0.000919342041015625,0.0002446174621582031
appendicitis,GNB,2,0,95,11,2,0.9090909090909091,0.9393939393939394,0.9090909090909091,0.9155080213903743,0.9444444444444444,0.0011174678802490234,0.0002684593200683594
appendicitis,GNB,2,0,95,11,3,0.7272727272727273,0.7765151515151515,0.7272727272727273,0.746524064171123,0.638888888888889,0.001046895980834961,0.00024247169494628906
appendicitis,GNB,2,0,95,11,4,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.6944444444444444,0.0010216236114501953,0.00026535987854003906
appendicitis,GNB,2,0,95,11,5,1.0,1.0,1.0,1.0,1.0,0.0007963180541992188,0.0001983642578125
appendicitis,GNB,2,0,95,11,6,0.7272727272727273,0.7597402597402598,0.7272727272727273,0.7376623376623376,0.7083333333333334,0.0008842945098876953,0.00020551681518554688
appendicitis,GNB,2,0,96,10,7,0.8,0.8,0.8,0.8,0.6875,0.0010156631469726562,0.00024962425231933594
appendicitis,GNB,2,0,96,10,8,0.8,0.8,0.8,0.8,0.6875,0.0008385181427001953,0.00019621849060058594
appendicitis,GNB,2,0,96,10,9,0.9,0.9111111111111111,0.9,0.8862745098039216,0.75,0.00084686279296875,0.00021219253540039062
appendicitis,GNB,2,0,96,10,10,1.0,1.0,1.0,1.0,1.0,0.0008053779602050781,0.00018978118896484375
appendicitis,KNN,2,0,95,11,1,0.7272727272727273,0.6545454545454545,0.7272727272727273,0.6889952153110048,0.4444444444444444,0.0005640983581542969,0.001150369644165039
appendicitis,KNN,2,0,95,11,2,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.6944444444444444,0.0007181167602539062,0.0015232563018798828
appendicitis,KNN,2,0,95,11,3,0.7272727272727273,0.6545454545454545,0.7272727272727273,0.6889952153110048,0.4444444444444444,0.0005984306335449219,0.0012235641479492188
appendicitis,KNN,2,0,95,11,4,0.9090909090909091,0.9181818181818181,0.9090909090909091,0.8963317384370018,0.75,0.0005850791931152344,0.0012612342834472656
appendicitis,KNN,2,0,95,11,5,0.9090909090909091,0.9393939393939394,0.9090909090909091,0.9155080213903743,0.9444444444444444,0.0006268024444580078,0.0014681816101074219
appendicitis,KNN,2,0,95,11,6,0.6363636363636364,0.7151515151515152,0.6363636363636364,0.6558441558441559,0.6458333333333333,0.0005636215209960938,0.0011916160583496094
appendicitis,KNN,2,0,96,10,7,0.9,0.9111111111111111,0.9,0.8862745098039216,0.75,0.0005750656127929688,0.0010902881622314453
appendicitis,KNN,2,0,96,10,8,0.9,0.9111111111111111,0.9,0.8862745098039216,0.75,0.0005266666412353516,0.0012054443359375
