AB,DT,GNB,KNN,MLP,NC,QDA,RF,SEVQ,SVC,XGB
0.5,0.4444444444444444,0.6944444444444444,0.4444444444444444,0.4444444444444444,0.6944444444444444,0.6944444444444444,0.4444444444444444,0.5,0.4444444444444444,0.4444444444444444
1.0,0.75,0.9444444444444444,0.6944444444444444,0.75,0.8888888888888888,0.6944444444444444,0.75,0.6388888888888891,0.75,1.0
0.75,0.4444444444444444,0.6388888888888891,0.4444444444444444,0.75,0.6388888888888891,0.6944444444444444,0.4444444444444444,0.6944444444444444,0.6944444444444444,0.5
0.6944444444444444,0.6388888888888891,0.6944444444444444,0.75,0.75,0.6944444444444444,0.6388888888888891,0.6944444444444444,0.9444444444444444,0.75,0.6388888888888891
0.9444444444444444,0.6388888888888891,1.0,0.9444444444444444,1.0,0.9444444444444444,1.0,0.9444444444444444,0.8333333333333334,1.0,0.9444444444444444
0.5416666666666666,0.6041666666666666,0.7083333333333334,0.6458333333333333,0.5416666666666666,0.7083333333333334,0.7083333333333334,0.6041666666666666,0.5416666666666666,0.5416666666666666,0.7083333333333334
0.6875,0.625,0.6875,0.75,0.75,0.6875,0.6875,0.75,0.625,0.75,0.625
0.875,0.75,0.6875,0.75,0.75,0.6875,0.6875,0.75,0.6875,0.75,0.75
0.75,0.75,0.75,0.75,0.5,1.0,0.6875,0.75,0.6875,0.75,0.75
1.0,0.6875,1.0,1.0,1.0,1.0,0.875,0.75,1.0,1.0,1.0
0.8064102564102564,0.7730769230769231,0.7538461538461537,0.5935897435897436,0.6025641025641025,0.6333333333333333,0.7243589743589742,0.7820512820512819,0.6089743589743589,0.5782051282051283,0.8141025641025642
0.7512820512820513,0.7948717948717948,0.7230769230769232,0.5487179487179487,0.5820512820512821,0.6192307692307693,0.7320512820512821,0.8076923076923076,0.5820512820512821,0.6358974358974359,0.8487179487179487
