AEE,ARF,DWM,EFDT,EVQ,HAT,HT,KNNI,LVQ,LVQ2,LVQ2.1,LVQ3,NB,OB,SEVQ,SFAM
0.5392786969535597,0.5,0.495124593716143,0.4989165763813651,0.5089795618561435,0.4994582881906826,0.5084745762711864,0.5052243054152817,0.5,0.5198137980424923,0.5,0.5,0.5398204087628771,0.5063077290339166,0.5149016655342746,0.512734818297005
0.5526286795086032,0.5,0.5504618322713334,0.5237985933856071,0.5207044089832344,0.5,0.4989165763813651,0.5295646106102062,0.5,0.5,0.4994582881906826,0.5,0.5526286795086032,0.5205483225297024,0.5471748351910681,0.5736819876232624
0.6166601212557096,0.5,0.5084837989249753,0.590276989174048,0.5619570463320462,0.5919046672723143,0.590276989174048,0.5479415865445277,0.5,0.5793564047240518,0.5,0.5288692053397935,0.590276989174048,0.5654016674237262,0.5452406187700305,0.5349505230019936
0.64848264756353,0.5,0.5,0.6823930022459435,0.584127457289222,0.6689756983874631,0.6823930022459435,0.6053113249804427,0.5,0.5334438955762485,0.5,0.523787048603225,0.6823930022459435,0.5100282793297499,0.6186115211850507,0.5664875747596335
0.6079639907764909,0.5,0.5070626633126633,0.6224133646008646,0.5133941462066461,0.6282448313698314,0.6224133646008646,0.5747395903645904,0.5,0.5976709336084336,0.5,0.5492634008259009,0.6224133646008646,0.5757470757470757,0.5231827575577577,0.498167045042045
0.5899411712737044,0.5,0.5,0.5874076903488671,0.593612769783238,0.6062009219272125,0.5874076903488671,0.5847741694080231,0.5,0.5706724248140814,0.5,0.596126762393269,0.5874076903488671,0.6170247319707104,0.5087229697073635,0.4928308985932036
0.59693617706823,0.5,0.5410592808551993,0.6020577061993629,0.5775608944876652,0.5996710372460674,0.6020577061993629,0.6051745373474066,0.5,0.5502980412944399,0.5,0.5144473373765092,0.6020577061993629,0.5727277924156676,0.5493067356812855,0.5540138133175349
0.6191775411463288,0.5,0.5,0.6333598374414702,0.5840297157824169,0.6453646393622384,0.6333598374414702,0.6551074975444724,0.5,0.5504747353486851,0.5,0.5379671349059105,0.6333598374414702,0.6161503562463947,0.5465199066639643,0.5538838912188253
0.5911000763941942,0.5,0.5844623563711199,0.618087494738155,0.5266821014119935,0.6269195990084346,0.618087494738155,0.5621040624041825,0.5175732630714625,0.5392403714732648,0.5,0.5639203733441429,0.618087494738155,0.5228610924889436,0.5024906066322634,0.5332184821980741
0.60805880793876,0.5,0.4958411936203053,0.6137377028733572,0.5688561138741212,0.6210601123566311,0.6137377028733572,0.6193399437697157,0.5114903104098784,0.5343059301642736,0.5,0.4979628214922333,0.6137377028733572,0.5776765251555168,0.5910623989855683,0.6031438549445752
0.6038610249294524,0.5,0.545975533070371,0.6325725095232898,0.5744583547704797,0.6279420859252792,0.6325725095232898,0.5865216216356673,0.5,0.5584805350711713,0.5,0.5012082755179995,0.6325725095232898,0.5766904164263109,0.5919016957432325,0.5754951331181825
0.5826984019414218,0.5,0.5441267905011467,0.6066612128722457,0.5418167266906762,0.6039585188914275,0.6066612128722457,0.5378293790634533,0.5,0.5687218435761401,0.5116901599349417,0.5431809820702475,0.6066612128722457,0.5849735055312447,0.5592083607636603,0.5737526193273008
0.9455510204081634,0.8888571428571428,0.9455510204081634,0.9641224489795917,0.9442857142857144,0.9455510204081634,0.9455510204081634,0.9442857142857142,0.9442857142857142,0.9442857142857142,0.9442857142857142,0.9289795918367344,0.9455510204081634,0.9628571428571427,0.9628571428571427,0.8727210884353742
0.9063690476190474,0.9660317460317458,0.9063690476190474,0.8615674603174599,0.9849206349206348,0.8874801587301585,0.9063690476190474,0.9849206349206348,0.9698412698412696,0.9509523809523804,0.9660317460317458,0.8989105339105337,0.9063690476190474,0.9849206349206348,0.9849206349206348,0.8717857142857142
0.9816216216216216,0.9632432432432432,0.9816216216216216,0.9837837837837836,1.0,1.0,0.9816216216216216,1.0,1.0,1.0,1.0,0.8379361179361178,0.9816216216216216,1.0,0.9837837837837836,0.8870454545454545
0.924710648148148,0.9444444444444444,0.8906828703703703,0.9115162037037036,0.9613636363636364,0.924710648148148,0.924710648148148,0.9717803030303028,0.9717803030303028,0.9717803030303028,0.9717803030303028,0.9330492424242424,0.924710648148148,0.9717803030303028,0.9119791666666662,0.8012310606060604
0.9480308880308884,1.0,0.9480308880308884,0.9163770913770916,1.0,0.9664092664092664,0.9480308880308884,1.0,1.0,1.0,1.0,0.975921375921376,0.9480308880308884,1.0,0.9837837837837838,0.96988416988417
0.9613888888888888,1.0,0.9611111111111109,0.8900529100529099,0.9485185185185182,0.9613888888888888,0.9613888888888888,0.9671296296296296,0.9813888888888886,0.9813888888888886,0.9813888888888886,0.9457828282828282,0.9613888888888888,0.9671296296296296,0.9485185185185182,0.8948995911495911
0.9292380952380952,0.9267619047619048,0.8918095238095237,0.8187755102040815,0.9833333333333334,0.9103809523809524,0.9292380952380952,1.0,1.0,1.0,1.0,0.9814285714285716,0.9292380952380952,1.0,0.9666666666666668,0.8299795918367346
0.9630476190476192,0.929714285714286,0.9630476190476192,0.8899047619047621,0.9811428571428572,0.9652380952380952,0.9630476190476192,0.9811428571428572,0.9811428571428572,0.9811428571428572,0.9811428571428572,0.880900432900433,0.9630476190476192,0.9811428571428572,0.9622857142857144,0.8530735930735933
0.9604166666666668,0.946342592592592,0.9604166666666668,0.8740740740740742,0.9714436026936026,0.9604166666666668,0.9604166666666668,0.9835648148148148,0.9835648148148148,0.9835648148148148,1.0,0.8948526936026931,0.9604166666666668,0.9835648148148148,0.9692676767676768,0.8810101010101008
0.9258571428571426,0.9224285714285712,0.874142857142857,0.8758843537414963,0.9289523809523808,0.9258571428571426,0.9258571428571426,0.95,0.95,0.95,0.95,0.8570952380952379,0.9258571428571426,0.95,0.9289523809523808,0.8369081632653059
0.4854943064182194,0.5806677018633541,0.6237318840579711,0.5409679089026914,0.6338250517598344,0.586620082815735,0.5409679089026914,0.6073110766045549,0.6771739130434783,0.6970108695652174,0.6821557971014495,0.5844720496894411,0.5409679089026914,0.6073110766045549,0.6510610766045549,0.6499741200828159
0.6469073498964804,0.5536620082815736,0.5851837474120084,0.6916666666666669,0.5613483436853003,0.6283126293995861,0.6916666666666669,0.7229166666666668,0.6662008281573499,0.8174042443064184,0.6580486542443064,0.6191899585921325,0.6916666666666669,0.7229166666666668,0.7342132505175986,0.7248188405797102
0.6386645962732919,0.6667701863354037,0.6404891304347826,0.6516304347826087,0.8354813664596277,0.6692934782608696,0.6516304347826087,0.7711956521739132,0.6684394409937887,0.7776009316770188,0.6717779503105591,0.6770186335403728,0.6516304347826087,0.702717391304348,0.9187500000000002,0.7300983436853002
0.5653273809523809,0.7273133116883116,0.557900432900433,0.5864718614718616,0.7979301948051946,0.6043695887445888,0.5864718614718616,0.8386363636363635,0.7758522727272725,0.665246212121212,0.7789366883116882,0.6210633116883117,0.5864718614718616,0.7613636363636362,0.8695211038961037,0.818668831168831
0.5938311688311686,0.6525974025974025,0.6532061688311688,0.6169237012987013,0.8510551948051948,0.6612418831168831,0.6169237012987013,0.8103490259740258,0.6093344155844156,0.6637581168831168,0.6486201298701297,0.7842532467532466,0.6169237012987013,0.8314529220779219,0.9149756493506492,0.9803977272727272
0.659090909090909,0.6769480519480521,0.5621212121212122,0.6946022727272727,0.8107142857142856,0.6754464285714286,0.6946022727272727,0.6899756493506494,0.8350514069264069,0.8472673160173159,0.780681818181818,0.7435606060606059,0.6946022727272727,0.8118506493506492,0.8100243506493505,0.8424377705627706
